nid,title,email,phone,address,website,location,budget,rating,opening_hour,closing_hour,treatments
1168,Star Bugar Jaya,info@gaiada.com,+(62 361) 820 97 77,"Jl. Dewi Sri No 28, Seminyak, Bali",https://www.gaiada.com/,Seminyak,4,3,10:00am,6:00pm,Female Masseuse; Massage; Plus Plus
1169,Kerta Spa,info@gaiada.com,+(62 87) 860 97 84 77,"Jl. Monkey Forest, Ubud, Bali",https://www.gaiada.com/,Ubud,1,2,10:00am,6:00pm,Aromatherapy; Facial; Male Masseuse; Manicure Pedicure; Massage; Reflexology; Waxing
1170,Yoga Barn,info@gaiada.com,+(62 361) 971 236 / +(62 361) 971 407,"Jalan Raya Pengosekan, Ubud, Bali",https://www.theyogabarn.com/,Ubud,4,5,10:00am,6:00pm,Acupuncture; Aromatherapy; Massage; Meditation; Reflexology; Reiki
1171,Riverview Spa,riverspamanagement@gmail.com,,"Jl. Kresna No 4  Legian, Bali",http://www.gaia-oasis.com/,Legian,4,3,10:00am,6:00pm,Female Masseuse; Massage; Plus Plus
1172,Boreh Pijat Spa ,info@gaiada.com,+(62 51) 05 02 15 86,"Jl. Gootama Selatan, Ubud, Bali",https://www.facebook.com/borehpijat/,Ubud,1,2,10:00am,6:00pm,Female Masseuse; Massage
1173,Vinananda Spa,customerservices@samanvaya-bali.com,+62 361 970715,"Jl. Gotama No. 8 Ubud, Bali",http://www.samanvaya-bali.com/,Karangasem,2,3,10:00am,6:00pm,Male Masseuse; Massage; Meditation; Reiki; Aromatherapy; Female Masseuse; Manicure Pedicure; Reflexology
1191,Pondok Frog,info@gaiada.com,+62 361 975565,"Jl. Monkey Forest Ubud, Bali",http://www.pondokfrog.com,Ubud,1,3,10:00am,6:00pm,Aromatherapy; Facial; Female Masseuse; Male Masseuse; Massage; Reflexology
1192,Restu,info@gaiada.com,+62 361 970483,"Jl. Gautama No. 2, Ubud, Bali",https://www.gaiada.com/,Ubud,1,2,10:00am,6:00pm,Female Masseuse; Male Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
1196,Ary Spa,info@gaiada.com,+62 812 3682 4776,"Jl. Hanoman, Ubud, Bali",https://www.gaiada.com/,Ubud,1,2,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
1197,Marin Spa,info@gaiada.com,+(62 81) 217 64 06 07,"Jl. Dewi Sita, Ubud, Bali",https://www.gaiada.com/,Ubud,1,2,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
1198,Kakiang Spa,info@gaiada.com,+(62 361) 97 15 49,"Jl. Pengosekan, Ubud, Bali",http://www.kakiang.com/spa/index.html?cnt_selectcatno=001&lang=e,Ubud,2,2,10:00am,6:00pm,Female Masseuse; Massage; Facial
1200,Tulasi Dewi,ubudtulasi@gmail.com,+(62 361) 97 34 17,"Jl. Hanoman, Ubud, Bali",http://ubudtulasi.com/,Ubud,1,3,10:00am,6:00pm,Female Masseuse; Massage
1201,Goutama Spa,info@gaiada.com,+(62 361) 97 04 82,"Jl. Goutama No. 4 Ubud, Bali",https://www.gaiada.com/,Ubud,1,2,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
1202,Lila Cita Spa,dewanggaubud@yahoo.com,+62 361 973302,"Jl. Dewi Sita, Ubud, Bali",https://www.dewanggabungalowubud.com,Ubud,1,2,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Manicure Pedicure; Reflexology
1203,Narasoma Spa,narasoma@gmail.com,+62 361 973404,"Jl. Monkey Forest, Gg Beji No 35, Ubud, Bali",http://www.narasoma.com/,Ubud,2,2,10:00am,6:00pm,Female Masseuse; Massage; Facial; Reflexology
1204,Spa at Sri Bungalows,info@gaiada.com,+62 361 975394,"Jl. Monkey Forest, Ubud, Bali",https://www.sribungalowsubud.com/,Ubud,2,2,10:00am,6:00pm,Female Masseuse; Massage
1205,"Esthetic Spa	",info@gaiada.com,+(62 361) 97 54 76,"Jl. Andong Petulu, Ubud, Bali",http://www.lokasariubud.com/spa.html,Ubud,2,2,10:00am,6:00pm,Female Masseuse; Massage; Waxing
1206,Kamala Bamboo Spa,info@gaiada.com,+(62) 819 361 77 109,"Jl. Segaramadu No. 1 Kedonganan, Bali",http://www.kamalajimbaran.com/,Jimbaran,2,2,10:00am,6:00pm,Female Masseuse; Massage; Facial
1213,Bali Organic Spa,info@gaiada.com,+62 361 479 26 22,"Jl. Bisma, Ubud, Bali",http://www.baliorganicspa.com,Tabanan,2,3,10:00am,6:00pm,Female Masseuse; Massage; Facial
1214,Yoga Shack,info@bigfishdiving.com,+(62 81) 353 13 68 61,"Ds. Jungutbatu, Nusa Lembongan, Bali",http://www.bigfishdiving.com/yoga-lembongan/,Nusa Lembongan,3,3,10:00am,6:00pm,Female Masseuse; Massage
1215,Telaga Jimbar Spa,telagajimbarspa_adm@yahoo.com,+(62 361) 4469846,"Jl. Parigata No. 888 Jimbaran, Bali",http://telagajimbar.com,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
1216,Power Of Now Oasis,info@powerofnowoasis.com,+(62 81) 338 31 50 32,"Jl. Merta Sari, Denpasar Selatan, Bali",http://powerofnowoasis.com/,Sanur,3,4,10:00am,6:00pm,Female Masseuse; Massage
1217,Seminyak Yoga Shala,susiq@divinegoddess.com.au,+(62 361) 73 04 98,"Jl. Raya Basangkasa no. 1200B, Kuta, Bali",http://seminyakyogashala.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage
1219,"Elegantz Spa & Sauna	",elegantzspabali@gmail.com,+(62 85) 239 12 24 44,"Jl. Tangkuban Perahu, Kerobokan, Kuta Utara, Badung, Bali",http://www.elegantzspabali.com/,Seminyak,1,3,10:00am,6:00pm,Female Masseuse; Massage
1220,Harumaya Day Spa,harumayads@gmail.com,+(62 82) 237 80 56 82,"Sunset Road, Lembongan Island, Bali",http://www.harumayadayspa.com/,Nusa Dua,2,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Aromatherapy; Facial; Manicure Pedicure; Reflexology
1221,"Thevana Spa	",reservations@awartaresorts.com,+( 62 361) 77 33 00,"BTDC Complex Lot NW 2 & 3 Nusa Dua, Bali",http://www.awartaresorts.com,Lovina,2,3,10:00am,6:00pm,Female Masseuse; Massage
1222,Nano Philosophy,info@gaiada.com,+(62 36) 173 93 72,"Jl. Basangkasa No. 36 Seminyak, Bali",http://www.nanophilosophy.com,Seminyak,3,3,10:00am,6:00pm,Aesthetic; Female Masseuse; Massage
1223,Amo Spa Seminyak,infos@amospa.com,+(62 361) 73 72 67,"Jl. Basangkasa 9, Seminyak, Kuta, Bali",https://www.gaiada.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing
1224,Taum Spa,taumspa.taumresort@gmail.com,+(62 361) 473 17 97,"37-39 Lebaksari Street, Petitenget, Seminyak, Bali",https://taumresort.com,Seminyak,2,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Reflexology
1231,La Karma Spa 3,lakarmaspa@outlook.com,+(62 87) 861 640 100,"Shop 3 Jalan Padma, Legian, Bali",https://www.gaiada.com/,Legian,1,3,10:00am,6:00pm,Female Masseuse; Male Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
1232,La Karma Spa 1,lakarmaspa@outlook.com,+(62)(0) 8786 1640 100 / 0878-6094-4631,"Shop 1 Jalan Padma, Legian, Bali",https://www.gaiada.com/,Legian,1,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
1233,Sparsh Bali Spa,info@gaiada.com,+(62) 82 339 44 72 72,"Jl Beji Ayu III, Sunset Road, Kuta, Bali",http://sparshbalispa.com/,Kuta,2,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Reflexology
1235,Omham Retreat,info@omhamretreat.com,+(62) 812 3962 6200 / +(62 361) 900 0352,Tirta Tawar Road/Banjar Junjungan (5 km North from Ubud Main Road) Ubud,http://www.omhamretreat.com/,Ubud,3,5,10:00am,6:00pm,Female Masseuse; Massage
1237,Unagi Spa ,Jl Pulau Alor Permai,+(62 361) 847 62 74,"Jalan Teuku Umar Barat // Marlboro Barat No. 379 Denpasar, Bali",http://www.unagispabali.com,Denpasar,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Manicure Pedicure
1240,Sayan Aesthetic Institute,info@aestheticbali.com,+62 361 972 648,"Jl. Penestanan, Sayan, Ubud",http://www.aestheticbali.com/,Ubud,3,3,10:00am,6:00pm,Aesthetic; Female Masseuse; Massage
1242,Sara Aesthetic,info@saraklinik.com,+(62) 821 477 810 96,"Sara Residence 2nd Floor, Jl. Nakula No.9 Legian",http://www.saraklinik.com,Legian,2,2,10:00am,6:00pm,Aesthetic; Female Masseuse; Massage
1243,Movement Matters Bali,info@movementmatters-bali.com,+(62) 822 6608 6611,"Jalan Nyuh Bulan, No. 5, Nyuh Kuning, Ubud",http://www.movementmatters-bali.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage
1245,Melka Spa & Wellness,info@gaiada.com,+(62 362) 415 62,"Jl. Raya Kalibukbuk, Lovina, Bali",http://www.dolphinhotelbali.com,Lovina,2,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure; Facial
1246,Araminth Spa,info@gaiada.com,+(62) (0362) 41601,"Jl. Raya Singaraja - Seririt, Lovina Beach, Bali",https://www.gaiada.com/,Lovina,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Male Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
1247,Alam Spa,info@kubuindahresort.com,(+62) 813 377 12 861 / (+62) 813 533 53 468,"Jl. Sidakarya, Desa Kubu, Karangasem, Bali",http://www.kubuindahresort.com/,Karangasem,2,3,10:00am,6:00pm,Aromatherapy; Facial; Female Masseuse; Massage; Reflexology
1248,Spa at Amankila,amankila@amanresorts.com,+(62) 363 41333,"Manggis, Karangasem, Bali",https://www.aman.com/resorts/amankila,Karangasem,5,5,10:00am,6:00pm,Female Masseuse; Massage; Reiki; Aromatherapy
1591,Victory Clinic,melianasb@hotmail.com.au,+(62) 361 247524 / +(62) 85 100 830 0730,"Jl. Mohammad Yamin No. 37, Renon, Denpasar",http://www.victoryblctherapy.com.au,Denpasar,3,3,10:00am,6:00pm,Aesthetic; Female Masseuse; Massage
1606,Ubud Exclusive Spa,info@gaiada.com,+(62 361) 975 670,"Jl Monkey Forest Ubud, No. 1111, Bali",http://ubudexclusivespa.com,Ubud,2,4,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Aromatherapy; Manicure Pedicure; Reflexology
1611,Aliya Salon & Spa,appointments@aliyabali.com,+(62 361) 73 56 98,"10, Umalas 1, Umalas, Bali",http://www.aliyabali.com/,Seminyak,3,4,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Waxing; Aromatherapy; Facial; Manicure Pedicure; Reflexology
1616,Ida\,idasbodyandsoul@gmail.com,+62 822 3708 7542,"Jalan Tirta Tawar No. 49, Kutuh Kelod, Ubud, Bali",https://idasbodyandsoul.com,Ubud,2,5,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Facial
1621,The Orchid Spa,info@gaiada.com,+62 361 2761070,"Jl. Jembawan, Padangtegal, Ubud",http://www.theorchidspa.sitew.com,Ubud,2,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
1626,Mandapa Spa,RC-BaliUbudMandapaleads@ritzcarlton.com,+62 361 479 2777,"Jl. Kedewatan 5, Mandapa, a Ritz-Carlton Reserve, Ubud, Bali",https://www.ritzcarlton.com/en/hotels/indonesia/mandapa,Ubud,5,5,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
1631,Ahara Spa,info@ubudwanaresort.com,+62 361 4792 929,"Jl. Nyuhbojog, Nyuh Kuning, Desa Mas, Ubud, Bali",http://ubudwanaresort.com/,Ubud,3,5,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy
1661,Qamboja Spa,stay@quncivillas.com,,"Jl. Raya Mangsit Beach, Senggigi, Lombok",http://www.quncivillas.com,Lombok- Senggigi,3,4,10:00am,6:00pm,Female Masseuse; Massage
1666,Lemongrass Spa,info@gaiada.com,+(62) 370 693 177,"Jl. Raya Senggigi, Lombok",http://ashefamily.info/?page_id=3137#_=_,Lombok- Senggigi,1,4,10:00am,6:00pm,Female Masseuse; Massage
1706,Spa Ottalia,reservations@lesvillasottaliagili.com,+(62) (0) 819 1662 0535,"Gili Trawangan, Lombok",https://www.gaiada.com/,Ubud,4,4,10:00am,6:00pm,Female Masseuse; Massage
2136,Royal Pilates Bali,info@gaiada.com,+ (62 361) 255 469,"Jalan Tantular Barat No 9 X Renon, Denpasar, Bali",https://www.gaiada.com/,Denpasar,3,4,10:00am,6:00pm,Female Masseuse; Massage
2421,HAIR Bali,styling@hairbali.com,+(62) (0)822 3707 3233 /  +(62) (0)859 3525 0333,"Jalan Pantai Baju Mejan, Canggu, Bali",http://www.hairbali.com,Canggu,3,4,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage
2431,Krisna Spa ,info@gaiada.com,+(62 361) 847 58 34,"Jl. Nelayan ,Canggu",https://www.gaiada.com/,Seminyak,2,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure; Reflexology
2436,ES Studio Bali,es.studiobali@gmail.com,+(62) (0) 851 0034 2998,"Jl. Pantai Berawa no. 8 | (Just Before Jl Raya Canggu Intersection), Canggu, Baliu",https://www.gaiada.com/,Canggu,2,5,10:00am,6:00pm,Female Masseuse; Massage
2636,Ocean Spa 1,info@oceantropicspa.com,+(62 361) 77 40 84,"Bali Collection Block A19 #1, BTDC Area, Nusa Dua, Bali",http://www.oceantropicspa.com/,Nusa Dua,2,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
2646,Tropic Spa 2,info@oceantropicspa.com,+(62 361) 77 89 11,"Bali Collection Block A3 #4 & 5, BTDC Area, Nusa Dua, Bali",http://www.oceantropicspa.com,Nusa Dua,2,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Waxing
3401,Rohana Spa,info@villasayang-lombok.com,+(62)(0) 878 659 57235,"Jalan Sonokeling Lingsar, West Lombok",http://www.villasayang-lombok.com,Seminyak,2,3,10:00am,6:00pm,Female Masseuse; Massage
3406,Hagia Spa,info@gaiada.com,+(62 370) 619 5999,"Jl. Raya Senggigi, Kerandangan, Lombok",http://svargaresort.com/,Lombok- Senggigi,2,3,10:00am,6:00pm,Female Masseuse; Massage
3411,Hening Swarga Spa,lombok@tuguhotels.com,+(62 370) 612  0444,"Sire Beach, Sigar Penjalin village, Tanjung,Lombok",https://www.gaiada.com/,Lombok- Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage
3416,Spa at Villa Sapi,info@gaiada.com,+(62 361) 737498,"Sire Beach, Sigar Penjalin village, Tanjung, Lombok",https://www.gaiada.com/,Lombok- East,3,3,10:00am,6:00pm,Female Masseuse; Massage
3466,"JEEVANIYA SPA	",stay@jeevaresorts.com,+(62 370) 693 035,"Jl. Raya Klui Beach No 1, Lombok",http://www.jeevaklui.com/jeevaniya-spa,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage
3476,"Mandri Spa	",reservation@the-chandi.com,+(62 370) 692 198,"Jl. Raya Senggigi, Batu Layar Lombok",http://www.the-chandi.com/,Lombok- Senggigi,2,3,10:00am,6:00pm,Female Masseuse; Massage
3511,Nani Spa,info@gaiada.com,+62 817 0409 479/  823 4041 5848,"Jl. Monkey Forest (in the opposite of Pertiwi Resort, next to Sri Bungalows, in the small alley)",http://www.nanispa.com/,Ubud,3,4,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Aromatherapy; Facial; Manicure Pedicure; Reflexology
3601,Vera Spa,info@gaiada.com,+(62) (0)819 1725 5942,"Jl. Pariwisata Pantai Kuta, Sengkol, Lombok",https://www.gaiada.com/,Kuta,2,3,10:00am,6:00pm,Female Masseuse; Massage
3606,Maxx Salon For Men,info@gaiada.com,+(62 370) 626 280,"Jl. Caturwarga, Selaparang, Mataram, Lombok",https://www.gaiada.com/,Lombok- Mataram,3,3,10:00am,6:00pm,Female Masseuse; Massage
3611,Day Spa @Sundancer Resort,info@gaiada.com,,"Sekotong, West Lombok",https://www.gaiada.com/,Lombok- West,3,3,10:00am,6:00pm,Female Masseuse; Massage
3616,Yoga Retreat & Spa @ Seri Resort,info@seriresortgilimeno.com,+(62) (0) 822 3759 6677,"Seri Resort & Yoga Retreat, Gili Indah, Gili Meno, Lombok",https://www.gaiada.com/,Lombok- Gili Meno,3,3,10:00am,6:00pm,Female Masseuse; Massage
3731,Spa at Villa Hening,reservations@villahening.com,+(62 361) 847 9946,"Kori Nuansa, Harbour View, Kav. 17 Jimbaran, Bali",http://www.villahening.com/,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage
3736,Butter and Scrub Spa,info@baliparagon.com,+(62 361) 472 5288,"Jl. Raya Kampus Unud, Jimbaran Bali",http://baliparagon.com/,Jembarana,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
3741,Liang Spa,watermark@watermark-bali.com,+(62) 361 472 5100,"Jalan Uluwatu No.88, Kedonganan, Bali",http://watermark-bali.com/,Jimbaran,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Facial; Reflexology
3746,The Spa at Peninsula Bay Resort,fabio@pbrbali.com,+(62 361) 472 9200,"Jalan Pratama, GG Telaga Waja, Tanjung, Nusa Dua, Bali",http://www.peninsulabayresortbali.com/,Nusa Dua,2,3,10:00am,6:00pm,Facial; Female Masseuse; Massage; Manicure Pedicure
3751,Inaya Dewi Spa,info@gaiada.com,+(62 361) 774 488,"Kawasan Wisata Nusa Dua Lot S-3, Nusa Dua, Bali",http://inayaputribali.com,Kuta,4,4,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
3756,Sakaya Spa,info@gaiada.com,+(62 361) 767 000,Jalan Kubu Anyar 118 Banjar Anyar Kuta Bali,http://sakayaspa.blogspot.co.id/,Seminyak,2,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
3771,Rin Beauty Studio Kerobokan,info@rinbeautystudio.com,+(62) 819 9904 5597,"Jl. Mertanadi No.92 Kerobokan, Bali",http://rinbeautystudio.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Manicure Pedicure
3776,Rin Beauty Lounge Renon,rinbeautystudio@gmail.com,+(62 361) 849 7573,"Jl. Tukad Musi 3D Renon, Denpasar, Bali",http://rinbeautystudio.com/,Denpasar,3,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure
3781,Spa at Temple Hill Bali,info@gaiada.com,+(62 361) 704 679,"Jalan Wanagiri, Jimbaran, Bali",http://www.templehillbali.com/,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage
3786,Sintesa Wellness Spa,thesintesajimbaran@gmail.com,+(62 361) 472 5333,"Jalan Kencana No.1 Jimbaran, Bali",http://www.thesintesajimbaran.com/,Jembarana,3,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Aromatherapy; Manicure Pedicure; Facial
3791,The Spa at Alindra Villa,info@alindravilla.com,+(62 361) 777 149,"Jalan Aneka Warga No. 12, By Pass Ngurah Rai, Puri Mumbul Permai, Jimbaran, Bali",http://alindravilla.com/,Jimbaran,2,3,10:00am,6:00pm,Female Masseuse; Massage; Facial
3796,The Spa at Bali Baliku,reservation@balibaliku.com,+(62 361) 701 848,"Jl. Bukit Permai No.5A, Jimbaran, Bali",http://www.balibaliku.com/,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial
3801,Thyme Spa,info@theleafjimbaran.com,+(62 361) 4725 445,"Karang Mas Sejahtera No. 81, Jl. Jepun, Jimbaran, Bali",http://www.theleafjimbaran.com/,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage; Meditation; Facial; Manicure Pedicure; Reflexology
3806,Day Spa @ Park Regis Kuta,kuta@parkregishotels.com,+(62 361) 763 888,"Jl. Raya Kuta 88 Kuta, Bali",http://www.parkregiskuta.com/,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage
3811,Jimbaran Wellness,info@jimbaranwellness.com,+(62 361) 703 160,"Jl. Raya Uluwatu No. 64 Ungasan, Bali",http://www.jimbaranwellness.com/,Ungasan,2,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Waxing; Aromatherapy; Manicure Pedicure; Facial
3816,RoseHill Spa,rosehill@baliandk.com,"\""+62 822 3744 2111 (ENGLISH) +62 822 3744 0111 (KOREAN)\""","88X Jalan Nusa Dua Selatan, Sawangan, Nusa Dua, Bali",http://www.rosehillspa.com/,Nusa Dua,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Manicure Pedicure
3821,Mizu Spa Bali,info@gaiada.com,+(62 361) 472 4639,"Jl. Uluwatu II Jimbaran, Bali",http://mizuspabali.com/,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
3826,Serenity Spa,reservation@hiddenvalleyresortbali.com,+(62 361) 847 1117,"Jl. Nabor, Pecatu - Uluwatu, Pecatu, Bali",http://www.hiddenvalleyresortbali.com/,Uluwatu,2,3,10:00am,6:00pm,Aromatherapy; Facial; Manicure Pedicure; Massage; Reflexology
3831,Solace Spa,reservation@ulusegara.com,+(62 361) 846 8188,"\""Jl. Raya Nusa Dua Selatan, Nusa Dua, Bali\""",http://www.ulusegara.com/,Nusa Dua,3,3,10:00am,6:00pm,Female Masseuse; Massage
3876,Seb Massage,info@gaiada.com,,"Jl Tjamplung Tanduk, Seminyak - Bali",https://www.gaiada.com/,Seminyak,4,3,10:00am,6:00pm,Gay Friendly; Male Masseuse; Massage; Plus Plus; Aromatherapy; Reflexology
3881,Lavender,spa@lavenderbali.com,+(62 361) 752 9610,Jln. By Pass Ngurah Rai,http://www.lavenderbali.com,Kuta,4,4,10:00am,6:00pm,Aromatherapy; Facial; Manicure Pedicure; Massage; Reflexology
3916,Lila Spa and Beauty Salon,lilaspa.beautysalon@yahoo.com,+(62 361) 28 95 07,"Jalan Danau Tamblingan No.6, Sanur, Bali",https://www.gaiada.com/,Sanur,1,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
3956,Abian Harmony Spa,info@abianharmonyhotel.com,+62 361 4721 299,"Jl. Danau Tamblingan No. 192 Sanur, Bali",http://abianharmonyhotel.com/,Sanur,1,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
3961,Puri Spa,info@purispabali.com,+(62 81) 120 308 18,"Jl. Pungutan 4 | Next to Pasar Sindu Market, Sanur",http://purispabali.com/,Sanur,1,3,10:00am,6:00pm,Female Masseuse; Massage
3966,The Nest Beachside Spa,hello@thenestbeachsidespa.com,+(62 361) 938 1523,"Jl. Setapak Beach Walk | Next to Lilla Pantai, Sanur, Bali",http://www.thenestbeachsidespa.com/,Sanur,2,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure; Reflexology
3971,Anggita Spa Seminyak,Anggitaspa@gmail.com,+(62 81) 238 101 34 / +(62 81) 318 964 217,Jl. Raya Seminyak No.501.beside the Haven Hotel,http://anggitaspabali.com/,Seminyak,1,3,10:00am,6:00pm,Female Masseuse; Male Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
3976,Expressions Beauty Salon & Spa,info@gaiada.com,+(62 361) 283 072,"Jl. By Pass Ngurah Rai No.154/H Sanur, Bali",https://www.gaiada.com/,Sanur,1,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
3981,Cakra Spa,reservation@taksusanur.com,+(62 361) 283 401,"Jl. Sudamala No.26, Sanur, Bali",http://www.taksusanur.com/,Sanur,2,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
3986,Watering Hole Spa,wateringholesanurbali@gmail.com,+(62 361) 288 289 / +(62 81) 239 650 829,"Jl. Cemara No. 117 Sanur, Bali",http://www.wateringholesanurbali.com/,Sanur,2,3,10:00am,6:00pm,Aromatherapy; Facial; Manicure Pedicure; Massage; Reflexology
3991,Bali Indah Spa,info@gaiada.com,+(62 361) 849 7197,"Jl. Batur Sari No. 99 Sanur, Bali",https://www.gaiada.com/,Sanur,1,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
3996,Islands Paradise Spa,Marycia@islandsparadisespa.com,+(62 361) 288 720,"Jalan Danau Tamblingan No. 67D Batujimbar, Sanur, Bali",http://www.islandsparadisespa.com/,Nusa Dua,1,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
4046,Real Yoga Indonesia,info@gaiada.com,+(62 21) 724 1940,"Jalan Sultan Iskandar Muda 99c, Arteri Pondok Indah, Jakarta Selatan",http://www.realyoga.co.id/,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage
4071,Amanda\,info@gaida.com,+(62 361) 288 720,"Jl. Suli 134, Denpasar, Bali",https://www.gaiada.com/,Denpasar,1,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
4076,Amanda\,info@gaida.com,+(62 361)  225681 ext.126,"Jl. Veteran 3, Denpasar, Bali",https://www.gaiada.com/,Denpasar,1,3,10:00am,6:00pm,Female Masseuse; Male Masseuse; Massage; Reflexology
4086,Liyer Herbal Spa,info@gaiada.com,+(62 361) 974 092,"Jl. Raya Pengosekan, Br. Pengosekan Kaja Mas, Ubud",https://www.gaiada.com/,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Reflexology
4091,Sunset Hill Spa,info@gaiada.com,+(62 361) 849 3508,"Jl. Bangkiang Sidem 88, Banjar Bangkiang Sidem (app. 100meter after hotel The Lokha Ubud)",http://sunsethill-ubud.com,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial
4096,Ubud Traditional Spa,info@ubudtraditionalspa.com,+(62 361) 8989 540,"Jl. Rsi Markandya, Br. Payogan, Kedewatan, Ubud, Bali",https://ubudtraditionalspa.com/,Ubud,2,5,10:00am,6:00pm,Female Masseuse; Massage; Facial; Reflexology
4121,Dala Spa,dalaspa@villadedaun.com,+(62 361) 755 380,"Jalan Kartika Plaza, Gang Puspa Ayu No. 99",http://alayahotels.com,Kuta,4,5,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
4486,Dream Ocean Spa,info@gaiada.com,+(62 82) 311 766 977,"Jalan Pantai Mertasari Sanur, Bali",https://www.gaiada.com/,Sanur,3,3,10:00am,6:00pm,Aromatherapy; Facial; Female Masseuse; Massage; Reflexology
4536,Carik Spa & Turkish Bath,info@carikspaubud.com,+(62) (0) 819 9953 0931,Ubud (near Ubud Yoga House),http://carikspaubud.com,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage
4871,Tirta Bulan Spa,info@gaiada.com,+62 8113 8523 32,"Banjar Apuh, Desa Sebatu, Tegalalang, Ubud",http://www.purisebaturesort.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure
4886,Sowkhya Spa,info@beingsattvaa.com,+(62 361) 8493 701,"Jalan Raya Kendran, Banjar Kapitu, Desa Kendran, Ubud",http://www.beingsattvaa.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage
